PlaceID	PlaceName	PlaceType	PlaceCount
2c43082628a5f6f1	Palm City	city	112
a22746c88990f7a6	Pineville	city	137
5b8df26e6d0be60b	Smyrna	city	1119
82a3427fa492ed52	Gonzales	city	390
3b97fb577b7bcfb8	Titusville	city	210
0012a07f55190853	The Acreage	city	288
c5a8a3c8523b835e	Palm Harbor	city	435
376e6de722d9a691	Cocoa Beach	city	96
2463ece1d4c403bb	Eastwood	neighborhood	14
21b6f72f9fdaeb06	Lake Charles	city	1146
fa8f8f24dc772cc0	Pompano Beach	city	540
5c9d123437711a9d	Jackson	city	2558
11a2c1d62d4084d1	Macon	city	1460
26bbc696a1774a65	Forest Park	city	92
4ec71fc3f2579572	Shreveport	city	1620
01f9c9fd7bb1aa6b	Athens	city	2772
fab01c4d14587744	Peachtree City	city	221
4c5840cecd8470bf	Statesville	city	82
00c23e64064f65f5	Gibsonton	city	160
e898916fab5ef970	Druid Hills	city	334
445c61729545f1bd	Port Neches	city	372
9ebd5acfac2301ba	Panama City Beach	city	836
2132d722d7290ecc	Dahlonega	city	113
2b34df148a211c3e	Hattiesburg	city	1203
00f2b6161655c5cc	Rosenberg	city	456
004d4f7b732687a6	Ollie	city	4
5ca2cc5afa0894df	Miramar	city	1802
ec689e69912965d0	Concord	city	677
17f9725fc7c7657f	Virginia Highland	neighborhood	3
33358e239283c258	Bremen	city	65
56c9f474a934e9fe	Hoover	city	873
efc250826c29bfea	Mauldin	city	191
68482982f9baf37a	Douglasville	city	710
6057f1e35bcc6c20	South Carolina	admin	13818
ecdf2813e684c066	Boone	city	607
6d4de57fa00a913f	Egypt Lake-Leto	city	144
dc62519fda13b4ec	Tampa	city	4320
a3b5533ca11e0324	Gaffney	city	305
46b149b6aa3775a2	Mount Airy	city	43
3a22597bb94d08bd	Tuscaloosa	city	3236
16ef366d32452a83	Sheffield	city	83
011aeb76023deccb	Riverview	city	951
36240d7e802b0d03	Country Club	city	826
6613abf67d2b0d39	Palm Coast	city	361
7b01e60536219287	Suwanee	city	166
0052cdde03f2eadb	Lake Butler	city	674
5a5924d17d76eb63	Plant City	city	371
7d06ebf57d20083f	El Dorado	city	99
07d9ec8193082000	Best Western Lake Buena Vista Hotel & Resort	poi	13
dc96a032c98a1ea9	Winter Garden	city	429
00531e7c63964b3d	Naranja	city	51
1eac21aedfcc3668	Dickinson	city	136
5d231ed8656fcf5a	St Petersburg	city	2117
19e2bff2e89dc38e	Murfreesboro	city	1973
0190556f56729d0c	Hudson	city	68
7bc33682b217b5a1	Carrollton	city	850
7af0fb6f137530df	North Decatur	city	280
cddb718d9306e2f9	Four Corners	city	355
6d846b156371809f	Lauderdale Lakes	city	186
8935eb0e13a342db	Fresno	city	571
aa9eedbd533da630	Oak Ridge	city	181
015ece617bb3a210	Palma Sola	city	21
66c034beedd48294	Phenix City	city	241
005e3661711a29a9	Boynton Beach	city	1077
1703b859c254a0f9	College Park	city	908
33d5cf4dea5828c5	Beaumont	city	1737
0113368d54ff7167	Arcola	city	251
0902492a15114d3e	Spartanburg	city	835
165269430f88d842	Mount Juliet	city	377
54614bf2dabf5a43	South Houston	city	131
deb349182b3f42bb	Auburn	city	1029
dfb4df427ea8a2d6	East Point	city	701
5acc3a887617d093	Sarasota	city	455
350ad20be66e9edc	Port Arthur	city	804
c4ad9757e682a583	Bartlett	city	368
9c9fa69deb120a34	Dunwoody	city	833
4de072969805ac41	West Palm Beach	city	1246
01fea1ed0b8cdbb6	Morehead City	city	87
25fe91fdda97d67c	Seven Oaks	city	314
798522f39f66d411	Missouri City	city	1424
5ef80501cd13211d	St Cloud	city	476
ebf78e870cecf27c	Nacogdoches	city	1915
76a017bc522edb14	Bastrop	city	207
014cce082fca34f9	Hope Mills	city	340
d598cb5ad6f7a09f	Pinellas Park	city	276
8896af0a7af93488	Milton	city	29
213c6cc2982d1293	China Grove	city	17
5b4321b324f07e60	Pigeon Forge	city	209
727398bc2ac5620b	West Columbia	city	246
28df0fa3673b5b49	Tuskegee	city	613
d049033410e9e81b	Mobile	city	3324
d096ac3f2b0da338	South Bradenton	city	136
3b05a9986be2419b	Doctor Phillips	city	199
9b46dccb3cfb880c	Kendall	city	443
a6c257c61f294ec1	Greensboro	city	6545
01ff1adb1d047095	Clemson	city	935
590c1000bfb45cf6	North Druid Hills	city	268
700eeb799fa55a4b	Clearwater	city	880
0111018c3d4fb498	Lugoff	city	48
d49251f0d0a2652d	Florence	city	647
00cd1ca713cf470d	Brunswick	city	79
610a668f55d64af2	Cloverleaf	city	298
04cb31bae3b3af93	Miami	city	3622
7dda05213481260c	Gainesville	city	2562
008300a34795739b	Spring Hill	city	205
015d69cb1750d11b	Holly Hill	city	241
0190ab3e2cf3391d	Renova	city	2
2bc7c264a080898b	Hollywood	city	1161
0c6d719bb6d7a000	Hampton Inn & Suites Panama City Beach-Beachfront	poi	1
010557952781abf0	Lyman	city	21
f7fd50389ad29e58	Three Oaks	city	34
8a02ad7fbbf2bc8b	Yulee	city	22
76c39f0faecc2198	Jackson	city	381
27fbd5412c269208	Huntersville	city	288
361610d5aa1f6719	Conroe	city	440
0bbfd63a5a59d390	Columbus	city	260
b86cd6ef7a54d640	Oxford	city	1454
fd498172dc3d56c8	Holly Springs	city	107
01b31e336c002ed7	St Augustine	city	178
7a41192a2879ee24	Sugar Land	city	850
01966db443c4c238	Ocala	city	915
246fb652d518385d	Decatur	city	265
0113afc024d5e0bc	Wellington	city	698
9979d3480f2d1e45	Palm Bay	city	597
0139a7c035c529cd	Marshall	city	788
07d9eab791880000	Mandalay	poi	1
7659c27719e754b6	Grambling	city	1256
0160ed302dcb7707	Zephyrhills	city	146
18df13e4a5a670b5	North Charleston	city	1091
008c7f677089fd58	Wimauma	city	61
d392ccfac539947a	Goldsboro	city	189
5c6ea81dd00b9d14	DeLand	city	272
ac43a9e147f03d63	Deltona	city	878
869128921e17bb3c	Gretna	city	143
3e82edc94d5c5ce1	Pasadena	city	1449
54b6acb13620f5e2	Margate	city	208
70b7be4d968912d3	Keystone	city	196
00a488ec567255f3	Crosby	city	211
018244f41aa15ac3	Port Orange	city	457
a71dd6b6bf1c5a27	Woodfield	city	20
17a83a55221b0671	Myrtle Beach	city	654
01ac4c9b51fa2e35	Alpharetta	city	549
9bc7a8ad8f4a67b6	Nederland	city	210
c2809aa3b2c93fb2	Kissimmee	city	1505
1701e6db682eb647	Rocky Mount	city	218
00d511d335cd9fb6	Alafaya	city	1531
3f39d4ede6a15905	Mount Holly	city	103
7109ff4e6b6f66ad	Woodville	city	20
00a0d2e62d54ed89	Newnan	city	444
03df9347508da444	Addis	city	12
bd975a41c2c796e9	Citrus Park	city	292
9519f2018bb6585b	Homestead	city	282
01e0170534dd422a	Lake Park	city	30
35e409cdfaf2527a	Webster	city	243
88a21205dd4728ea	Weston	city	548
001474f01c77f783	Marvin	city	32
44ee4fb6071b7eaa	Slidell	city	665
31cc87eb4d275bb6	Troy	city	618
6ef928bfe164fa3c	Greatwood	city	187
00732666628f3b48	Flowery Branch	city	29
92220986b9dfd67d	Birmingham	city	1872
574af63ba69840d6	West Monroe	city	165
3b3916ee31cfc9e6	Chattanooga	city	2435
c7b527911412a784	Jersey Village	city	275
2fe596253ff13bb5	Aiken	city	202
0a6473fdc556f002	Hillsborough County Public Safety Operations Complex	poi	7
d2981a0f3d8eddd7	Dothan	city	664
d8cf3d3b242f7221	Norcross	city	200
5bf268a34de4d516	Carrollwood	city	361
74410efd307c45cd	Livingston	city	28
4caf02a6f195ddab	Warner Robins	city	1145
c3a113bae16973a9	Cooper City	city	222
010ebc674459153c	Stuart	city	132
7f7e1bc3f486193a	Dunean	city	26
84ac60c0b0076021	White House	city	53
001e9cf854fed778	Diamondhead	city	28
7202b2c7918d203e	Candler-McAfee	city	450
0af0a491a5194920	Coconut Creek	city	517
2cce4a9792d2d92e	Greater Northdale	city	271
f3c295d74e525431	Longwood	city	85
00975c9578f9e109	Johns Creek	city	438
8623681bc4e8d8e7	Macclenny	city	40
7df9a00dcf914d5e	Plantation	city	761
1397b2e09bd96ad9	Kingsland	city	181
3157ff8cced5dbdb	Sevierville	city	131
001e2a4a7b2f19a5	Red Hill	city	394
07d9e62fd3483000	Louisiana State University	poi	9
4fa26750e4d5620c	Pine Bluff	city	582
0093e829323e36da	Varnell	city	14
a386795418308ec0	Royal Palm Beach	city	505
01c0441229f0e67f	Navarre	city	163
018b34730580d977	Belle Chasse	city	121
89b71a24d57765bd	Abbeville	city	54
1f6120147686a129	Hueytown	city	60
01f196c135e37b16	University	city	1110
e49edeea1a3526b1	West Melbourne	city	91
36f6e625182fae8b	Land O' Lakes	city	503
3968b752a8c277a6	Jennings	city	29
fa4a0db0e23833d3	Jasper	city	124
0d86f1118064d85f	Bogalusa	city	70
8303573242b7cf82	Orange City	city	34
1f6092ed87417db4	Eden Isle	city	27
7117a74ec1bd6dc5	Vestavia Hills	city	365
9af98223aefe3151	Groves	city	161
6443187b9b4b748b	Riverdale	city	206
01a2904414c2c211	Prairieville	city	485
6c686af766d8429c	Fort Lauderdale	city	1063
35a6dd7f550504c4	Ruston	city	1312
017a309d07f2b3f8	Fish Hawk	city	125
01931c017c8730a9	Clermont	city	413
68042baafa8b7e0a	Spring Hill	city	649
ebc38e5de1c3a878	Rockledge	city	242
ab4c61eaab70fe9c	Spring Lake	city	42
00de095d5c203e1d	Cecilia	city	61
119a13e394cab98e	Lake Mary	city	268
07d9e4eff8083000	Whisper Lakes	poi	1
fbd1502e5edce6bf	Cape Coral	city	649
3f7a925ec706ea48	Lakeland	city	779
0058ef3b0638fbfd	Broussard	city	61
cb6928008b209c4a	Tifton	city	145
11ad2827efa16878	Canton	city	185
00836cb90515ddd1	Asheville	city	770
0120db3d173bd818	Grand Point	city	29
21e6603d15a8ec0a	Whiteville	city	71
548a885336da5635	Roswell	city	646
010edcb7655caac2	Pecan Grove	city	264
34031d61ef79585f	Davie	city	615
1431082e75835e96	Natalbany	city	114
2a4c12f527197dab	Houma	city	415
c4cd1df048841e00	Kennesaw	city	982
0029290613dee5f5	Easley	city	169
01c6165c7783155f	Lake Buena Vista	city	256
fa2609437f549b51	Fort Mill	city	331
c98df370c9c4d53b	Dallas	city	102
457daff89f2808f5	North Sarasota	city	62
00e8dc126c8a0367	Montezuma	city	13
e40595796da14879	Altamonte Springs	city	496
18ce4479216e0989	Cahaba Heights	city	38
51264211e147d635	Lake Magdalene	city	399
015d74b454950934	Rio Pinar	city	42
caaf668e82c8f104	West Orange	city	45
fbde1f5a543a4954	Edisto	city	47
01a6971516e92871	Mebane	city	77
ba2e7f7eb278521d	Selma	city	90
596fb7b1e3f22a38	Garden City	city	237
07d9f24efa888000	Specialized Veterinary Services	poi	2
4b1d0b7fc0373a69	Monroeville	city	13
fd8a9abcc747c9fe	Marion	city	23
07d9f5c97c487002	Catawba College	poi	1
01898b4d7e969f7d	Loganville	city	115
cc631a80adacd459	Franklin	city	643
a8237d3409a76683	Casselberry	city	195
01addd4521cf35e0	Four Corners	city	299
4185eba3c7183f0b	Johnson City	city	696
32bb9ace0723336d	Crestview	city	130
00c26afc77ee7aaa	Brookhaven	city	1067
26c92c90f3beb7ac	Meridianville	city	38
074d5ce471c43508	Temple Terrace	city	357
822f7a173519a8dd	Stafford	city	228
ed1736d76c1e007c	Starkville	city	821
b4a0e9082dcc8436	Delray Beach	city	184
0ab40e57a2978000	Crescent Lakes	poi	3
07d9cec7f2882001	Lake Wylie	poi	2
20479bc0a83ee271	Williamsburg	city	111
20c796f627dd386f	Union Park	city	206
07d9f7a8c1485001	Arlington	poi	2
64ab889e24887e12	Collierville	city	312
1a0cf025d0716f3d	Gonzalez	city	74
743df94d8dcb69a6	Metairie	city	1336
01bbe9ba4078361c	Celebration	city	260
e60ab9aacc0e96af	Monroe	city	1144
79dc2655046fbc40	New Port Richey	city	140
0120bae54df50356	Porter	city	183
c28ef1055654ebbb	Kendale Lakes	city	362
eabe7b6fd4504fff	Channelview	city	544
07d9e3b262086004	Cinemark Tinseltown	poi	4
35f73f0698fa5f98	Athens	city	97
00bad99d6b05a213	Elizabethton	city	45
018b3a572ca4e579	Reidville	city	32
0185fd6875f1815c	Fountainebleau	city	584
8c00285181cdb467	Corinth	city	63
001e60954611de22	Silsbee	city	121
95fea8413e475d95	Lehigh Acres	city	131
a80d3803a636a10f	Fair Oaks	city	125
01af119d415cd7d2	East Lake-Orient Park	city	395
018c4463229feb96	Palm Springs	city	92
23210d53a2976f02	Maitland	city	218
740bb3012f82b0d0	Silver Springs Shores	city	70
52cd3346625199d1	Burlington	city	213
b97feecd19456851	Lynn Haven	city	149
01686caa11f87b5e	Seminole	city	205
0006d55513b0c159	Fairburn	city	178
1b5d6d9c6efabde3	Kenneth City	city	41
087bf7f212568002	Ascend Amphitheater	poi	2
7422f29331ca8257	Charleston	city	171
d87c48cf1c2b5963	Eastman	city	66
018ceb710f54cdcb	Spout Springs	city	90
11148050237800f2	Port St Lucie	city	1201
b2cdaa7db78ed09b	Snellville	city	224
d5ff8d9603da85da	Chalmette	city	182
07d9d4bacec86002	Butterfly House, Botanical Gardens	poi	1
955c49d6773f00f0	Fairfield	city	279
44c12398792e903e	Westchase	city	126
1153d1a598a817b1	Belmont	city	178
e08aaac2b23fd3a3	Gallatin	city	248
005ef01a4e67d933	Keowee	city	95
b27ae1396bf4b487	Key Largo	city	53
f546db03397f6e09	Glenvar Heights	city	103
83497087a4b0382a	June Park	city	23
72ab484194c7557b	Booneville	city	40
1ba55b8dd0acc0a3	Philadelphia	city	59
7a8769c399856636	Davidson	city	94
02b29041c3743b5a	Dawson	city	25
894f2ba528ba1c7d	Tupelo	city	362
0a7eb306405f5129	Hunters Creek	city	149
b077585758242faa	Sandy Springs	city	1761
5876e96f70283826	Daytona Beach	city	483
00b90fe055d9951c	Highland City	city	54
629f4a26fed69cd3	Hialeah	city	1524
015772750fc654c1	Knightdale	city	209
a57a33bc13511e99	Panorama Village	city	17
00534aed096d7799	Milton	city	207
2e5b7aeec8569317	Ringgold	city	83
a46b4fbafe0dd5af	Greeneville	city	114
01092ff657add392	Maryville	city	302
de4ce211af5cd6cf	Havelock	city	106
3df077e12571b025	Mont Belvieu	city	15
07d9c9bbecc81001	Lake Buena Vista Resort Village & Spa	poi	3
0111d3c57bfec101	Leicester	city	23
69ae3b3b99c42508	Indian Trail	city	160
198c644c369fb39e	Atmore	city	140
85e0195855fb60e6	Tarboro	city	45
3fe7643d3e014f67	Orange	city	278
008338532a26abed	Bradenton	city	481
07d9e5bf26c85001	Ardrey Crest - M/I Homes	poi	1
cf3b45e29c2c319b	League City	city	821
0148d5212ac833be	Munford	city	67
00e0c2e340561277	Mars Hill	city	47
d4157f8e4bd01598	Longview	city	488
6ebac9d8febba273	Cullman	city	96
5b92cf17956971b6	Citrus Ridge	city	172
01c3fa285ac61b1d	Valparaiso	city	25
c87bc3adb59d807f	Winter Park	city	443
4ff21355b6fb2bda	Jonesboro	city	106
ef5f7bc53f4594ea	Lufkin	city	320
48ba5260384714a9	Acworth	city	105
36bf0ea2dc27a867	Cuthbert	city	25
6b071717b897cdd9	Barnesville	city	118
00696a56e1f9f443	Rock Hill	city	307
880bfcdac37e2875	Opa-Locka	city	121
00d84529096caf83	South Gastonia	city	32
223ee85abd39e80d	Hazel Green	city	27
fdddb6198f42cf7d	Tamarac	city	458
5b30c2de42727ec7	La Vergne	city	201
5a55712f28ac9c7e	Ocean Springs	city	55
9a9d273068fcaf84	Brewton	city	31
01e2c29e3bad4178	Wake Forest	city	330
804210fd7f9b2e79	Clover	city	12
736e38a7d8ebe159	Pensacola	city	590
07d9e802c0083000	SouthEnd Light Rail Trail Run	poi	1
e2f1b549a3c91df8	Bellview	city	296
e989e47b5d4925ea	De Leon Springs	city	10
0a7fa82a81bf51f4	Pine Hills	city	307
0267e86ec4e84f86	Lealman	city	98
fea68b7c38002608	Oviedo	city	397
d89569e1c7f0c216	Pinehurst	city	25
181444e0e9e17e20	Lawrenceville	city	382
44625785811504ba	Winder	city	105
b3eda928fff7bdff	Aventura	city	140
00225f886fc1c2ff	Martinsville	city	48
9d3d8b1bab5eeabf	Richmond	city	28
dd5d995aeda1ccf8	Valley	city	198
711c63250a2df503	Fort Myers	city	345
25cd0c32e9559c17	Sanford	city	111
f4ca9b6bf9362780	Gibsonia	city	129
698f8f017e150149	Kings Grant	city	12
253b154805ec7fbb	Sulphur	city	140
fcf310be289fa31f	Fort Pierce	city	229
f6239157c15e0d1f	Monroe	city	177
374487a83865e492	Perry	city	93
aef8c3da277ca498	High Point	city	671
42d68bc4d1591d12	Anderson	city	336
00512e800f6ac9b5	Fort Hamer	city	153
07d9e5cf17086002	Faith Presbyterian Church	poi	1
0f174a3dc7510419	Weaver	city	10
56f397b1076d7ce2	Denham Springs	city	291
701a80c8d0e9a562	Bessemer	city	185
010dae47174bbe15	Darlington	city	89
ce3a0ebc048dd144	Ridge Wood Heights	city	23
7707ad9771781687	The Hammocks	city	484
4c2935f27ba8fcf5	Murraysville	city	97
b230af2256484995	Oakland Park	city	144
a72227adc0e7da25	Galax	city	25
5e7f701fa7e8322a	Holly Springs	city	119
27d0ee77b9d28896	West Hattiesburg	city	146
4e644cf413b4c021	Goldenrod	city	132
004303e66e44b752	Youngsville	city	118
91f21d7a6e481107	Conway	city	159
007ba9db4c5baedf	Kendall West	city	562
66bc82f162d83f01	South Daytona	city	74
0102c1a341a7b334	Flowood	city	63
b6d7ab2d20c1a99c	Conway	city	116
e7c8c87c9e812d4a	Lyons	city	24
0195c7e129eda2ae	Medley	city	51
228a068876235841	Lumberton	city	181
551f529f172a516a	Wilson	city	284
1a9ded63d1438aca	McDonough	city	475
35f9d631a3650f85	Poinciana	city	436
608a091166e5ddb0	Dunedin	city	140
986b24341eced063	Woodstock	city	268
527a2780c9e9e6e6	DeBary	city	78
ab944f41faea7e2f	Safety Harbor	city	119
29eb4e1dce9a2d62	Windermere	city	32
dd239a4b0de5d7b2	Covington	city	86
86aaf36aee0e8a2c	Lakeside	city	242
971d706ed1253595	Saraland	city	101
1c8f1d0ca53ff6fb	Seffner	city	41
b6e48266218d4454	Ives Estates	city	126
bdaf4d6412ba7c95	Clinton	city	118
5b6bf0ad8887f200	Macon GA	admin	1
6740bd723c518ad9	Belle Isle	city	107
07d9e880dfc85002	Carrollwood Springs	poi	1
014f51c9371e663a	Oakleaf Plantation	city	247
8e09b571acaa2588	Morgan City	city	46
d1cd39353c51904d	Boca Raton	city	1055
108811a523220f75	Mountain Park	city	62
7543692056063d2f	Baytown	city	2060
005beffd77be6ac9	Laplace	city	229
1695ad8ebf5d0f3b	Willis	city	84
1d5937470e1c08d7	Forest City	city	69
f512ff314e1ae1b5	Water Valley	city	82
2ce3c365189bf3c4	Gantt	city	55
652dcd4f43adb5b5	Cartersville	city	126
07d9f38fb7482001	Office Depot	poi	1
3448f4f82d2187bc	Cookeville	city	341
b0dff539d07de13d	Ensley	city	162
07d9edbaa1485000	Lake Ariana	poi	1
0045d13e179006d7	Charlotte	city	29
0050fcf22d8316b9	Semmes	city	73
896c55a7e57f4627	Bridge City	city	155
003e99a82607541d	Olive Branch	city	264
8c1a061c37aea043	Holiday	city	102
fb448aaebc1fd4f6	Summerville	city	11
004414a528d1e5d7	Old Jefferson	city	141
26bc07d86d11f889	Southside	neighborhood	51
4bbe438f647e9ba5	Crockett	city	66
0042f3953ce028eb	Brighton	city	5
4c1d025d0ebaa911	Haines City	city	117
ebb4e094eaa3c48e	Rincon	city	63
72c3efee12df207b	Chuluota	city	70
30f4604b1c7fab59	Revolution Park	neighborhood	1
482718a57149bdd5	Wade Hampton	city	138
006cb77253c2c656	Abita Springs	city	117
52a5606a0765b543	Franklin	city	6
42835dec78de1327	Brentwood	city	254
43fe627bb21192d3	Atlantic Beach	city	160
01037caf533ed2c3	James City	city	41
78439f3b905720e3	Ridgeland	city	225
6728e3852e199bb5	Crowley	city	50
01af006c3a91a348	Evans	city	329
01e32cf975801396	Boca Ciega	city	117
d36f171e278ac981	Apex	city	358
f656cb58484c4f15	Callaway	city	33
00f7083d040c26b2	Tega Cay	city	85
00ab9146280b0127	Priceville	city	4
5c6bd208d7ddf9f6	Cary	city	907
07d9e4213ec83002	Church of Scientology - Fort Harrison Hotel	poi	1
0109860914b04fda	Pine Island	city	66
6c2c3b5d0e563277	Laurens	city	24
be21e5fe37cc6077	Boyette	city	39
545d3cbd259866ef	Meadow Woods	city	450
a3cb5948de02bfb6	Bay Minette	city	205
ce5345c00b5e4dc0	Douglas	city	122
0018293a5927f76f	Wildwood	city	27
07d9dfda3d487002	Oaks East	poi	1
5ff461a1c5231cd8	Henderson	city	32
a4699b0d577e1779	Richmond West	city	246
01849b1c13ce8505	Acacia Villas	city	123
63e5ee1fce041f1d	Etowah	city	20
6dd590c61801b09c	Friendswood	city	377
43df19758edab025	Indian River Estates	city	48
e54569d90c7032c0	Largo	city	471
2901c59d6f562b57	South Pasadena	city	48
006d087b17beae89	Woodstock	city	14
e589c1ec3b0b9d2e	Humble	city	217
6ac2e48ec4892d20	Cornelius	city	122
04e683accecac89d	Mint Hill	city	208
01fe03be0b0cbcf3	Winter Beach	city	25
db6c24fcc9e59ba4	Hendersonville	city	335
ec5df08301256b95	Seneca	city	116
07d9da4e6a488001	Bayfront hospital	poi	1
07d9daffd2c88003	Subway	poi	1
00c5e7cb54f84402	Oneida	city	71
7ae765412ef88940	Florence	city	471
3cd57561107cd4e6	Rayville	city	71
71e16cd97a552f44	Magnolia	city	160
48754d0fac025a6f	Trinity	city	119
61b42e6451bd51bb	Tyrone	city	36
4e7a5a46faf1356c	Cullowhee	city	375
57610b486bc3af6f	Needville	city	14
83f69050c89a6a95	Valley Falls	city	504
632eeebc87aecd57	Galveston	city	470
9af40f7313cd91cc	Fort Myers-Naples FL	admin	13
5e1c91065bc30991	Valdosta	city	818
005f284c5f674191	Covington	city	347
4caafbe771809878	Enterprise	city	68
07d9cc1410081001	Fort Denaud Bridge	poi	3
000b2b6f4a781bba	Fuquay-Varina	city	136
07d9c95f49c85002	Winthrop University	poi	2
f433388eec4f285d	Grayson Valley	city	50
0121b92345f0e2b4	Miami Beach	city	421
0065a394186ea4c0	St Marys	city	51
d881b2cc29428b03	Eden	city	38
39c4e5ecb26d1ed0	Stowell	city	9
8970c1a7ca3f6ac8	Winterville	city	124
0122292c5bc9ff29	Morrisville	city	228
0074a89d168f997d	Lizella	city	49
5506172b34d4c9a3	Shelby	city	120
00028b6863e4a97b	Tomball	city	208
07d9e1b206086000	Anthony's New York Style Pizza	poi	1
7fed75edb0645240	Fort Oglethorpe	city	37
6e776eca79541c98	Wekiwa Springs	city	151
00531ba2647f8077	Meadow Oaks	city	31
4461cab538271fdb	Orange Park	neighborhood	8
11f20efd3962a663	Mims	city	19
21a1eb97ab9bd018	Louisville	city	26
01e79799470d4597	Lake View	city	14
5e281c17a74c170f	Jacksonville Beach	city	258
1edcae527018c24b	Oak Grove	city	194
88272cf603c89248	Winter Springs	city	407
33a522a8e7317b6e	Ferry Pass	city	291
6b1ef0831cfdef30	Shell Point	city	6
07d9db11d6883004	Disney's Coronado Springs Resort and Convention Center	poi	2
28ee5ea3adb6eddd	Natchitoches	city	368
439beb879c4ddecc	Fruit Cove	city	243
d6f81f46b9393919	Morrow	city	124
118294fb98a6f855	Canton	city	168
ed71ac127b7ac5a2	Duluth	city	228
002c3ee30c95b70f	Magnolia	city	62
f9eb63ab4f7dd5db	Smyrna	city	453
4b58e8d67b4b4565	Edgewater	city	115
fee8047a46fbdfc8	Vinings	city	368
344773892d0b39f6	Atlanta GA	admin	161
25e3e6ab4a0452ec	Columbia	city	201
07d9db15fd083007	Omni Orlando Resort at ChampionsGate	poi	7
c484d6c5cd72beb0	Katy	city	474
8702c4db19db6ac2	Brookhaven	city	53
a83e4dd26ae7b004	Newberry	city	199
f3d2895a43058632	East Ridge	city	87
accbd86fb69a0b88	Milledgeville	city	225
b7ebbde4bde7631b	Kings Mountain	city	89
01e986b204ff5847	La Porte	city	315
b39bbbbd69b97fc0	Redan	city	482
11bb0fd5ce3937f8	Rome	city	276
2a86dd8c25fe01cc	Naples Park	city	10
00ae272d6d0d28fe	Lexington	city	337
01cbd58e76f11140	Buenaventura Lakes	city	360
4ff0fc2a304db9ad	Oak Ridge	city	160
6adfad7bd6c1e881	Dentsville	city	146
3e9e789d837e78eb	Leesburg	city	205
18ff21ef9765522d	Apopka	city	195
00470ece70935813	Navasota	city	30
7a789fc97175b3f1	Goose Creek	city	98
bdc04daed9ac22b8	Bay City	city	124
01d9a97f40707982	Lakeland	city	45
